зябкасць_NOUN спёка_NOUN
святло_NOUN цемра_NOUN 
сесці_VERB узляцець_VERB 
садзіцца_VERB узлятаць_VERB 
сесці_VERB устаць_VERB 
садзіцца_VERB уставаць_VERB 
сіла_NOUN слабасць_NOUN 
сімпатыя_ADJ антыпатыя_ADJ 
скласціся_VERB распасціся_VERB 
складвацца_VERB распадацца_VERB 
скруціцца_VERB выпрастацца_VERB 
скручвацца_VERB выпроствацца_VERB 
скруціцца_VERB раскруціцца_VERB 
скручвацца_VERB раскручвацца_VERB 
скрытна_ADV адкрыта_ADV 
скрыты_ADJ адкрыты_ADJ 
слава_NOUN ганьба_NOUN 
смеласць_NOUN баязлівасць_NOUN 
смелы_ADJ баязлівы_ADJ 
смелы_ADJ баязлівы_ADJ 
смех_NOUN плач_NOUN 
смяяцца_VERB плакаць_VERB 
засмяяцца_VERB заплакаць_VERB 
спагада_NOUN жорсткасць_NOUN 
спакой_NOUN трывога_NOUN 
спакойны_ADJ устрывожаны_ADJ 
спачуваць_VERB асуджаць_VERB 
паспачуваць_VERB асудзіць_VERB 
спераду_ADV ззаду_ADV 
спёка_NOUN холад_NOUN 
спраўны_ADJ няспраўны_ADJ 
спрыяць_VERB шкодзіць_VERB 
паспрыяць_VERB пашкодзіць_VERB 
спякотны_ADJ марозны_ADJ 
ставіць_VERB вымаць_VERB 
паставіць_VERB выняць_VERB 
ставіць_VERB знімаць_VERB 
паставіць_VERB зняць_VERB 
стаміцца_VERB адпачыць_VERB 
стамляцца_VERB адпачываць_VERB 
станоўчы_ADJ адмоўны_ADJ 
старт_NOUN фініш_NOUN 
стварыцца_VERB разваліцца_VERB 
стварацца_VERB развальвацца_VERB 
стварыць_VERB разбурыць_VERB 
ствараць_VERB разбураць_VERB 
сумесны_ADJ раздзельны_ADJ 
сумленнасць_NOUN подласць_NOUN 
сустрэча_NOUN расставанне_NOUN 
сур'ёзны_ADJ несур'ёзны_ADJ 
сухі_ADJ мокры_ADJ 
сцверджанне_NOUN адмаўленне_NOUN 
сшыць_VERB распароць_VERB 
сшываць_VERB пароць_NOUN 
сысціся_VERB разысціся_VERB 
сходзіцца_VERB разыходзіцца_VERB 
сыты_ADJ галодны_ADJ 
сягоння_ADV заўтра_ADV 
талент_NOUN бяздарнасць_NOUN 
тануць_VERB усплываць_VERB 
патануць_VERB усплысці_VERB 
тонкі_ADJ тоўсты_ADJ 
тут_ADV там_ADV 
тутэйшы_ADJ чужы_ADJ 
тэарэтык_NOUN практык_NOUN 
увайсці_VERB выйсці_VERB 
уваходзіць_VERB выходзіць_VERB 
уваход_NOUN выхад_NOUN 
уверх_ADV уніз_ADV 
увесці_VERB адмяніць_VERB 
уводзіць_VERB адмяняць_VERB 
увоз_NOUN вываз_NOUN 
угары_ADV унізе_ADV 
удача_NOUN няўдача_NOUN 
удзень_ADV уночы_ADV 
удоўж_ADV упоперак_ADV 
уезд_NOUN выезд_NOUN 
уехаць_VERB выехаць_VERB 
уязджаць_VERB выязджаць_VERB 
узлёт_NOUN падзенне_NOUN 
узнікнуць_VERB знікнуць_VERB 
узнікаць_VERB знікаць_VERB 
узрушэнне_NOUN заспакаенне_NOUN 
узысці_VERB зайсці_VERB 
усходзіць_VERB заходзіць_VERB 
узысці_VERB сысці_VERB 
узыходзіць_VERB сыходзіць_VERB 
улезці_VERB вылезці_VERB 
улазіць_VERB вылазіць_VERB 
улетку_ADV узімку_ADV 
унесці_VERB вынесці_VERB 
уносіць_VERB выносіць_VERB 
упэўненасць_NOUN няўпэўненасць_NOUN 
усемагутны_ADJ бездапаможны_ADJ 
ускочыць_VERB саскочыць_VERB 
ускакваць_VERB саскакваць_VERB 
успыхваючы_VERB тухнучы_VERB 
успыхнуўшы_ADJ патухшы_ADJ 
успыхнуць_VERB згаснуць_VERB 
успыхваць_VERB згасаць_VERB 
усход_NOUN захад_NOUN 
ухваленне_NOUN скасаванне_NOUN 
учора_ADV заўтра_ADV 
ушаноўваць_VERB збэшчваць_VERB 
фармальны_ADJ фактычны_ADJ 
фізічна_ADV духоўна_ADV 
фронт_NOUN тыл_NOUN 
хаваць_VERB уваскрашаць_VERB 
пахаваць_VERB уваскрэсіць_VERB 
харошы_ADJ благі_ADJ 
хваліць_VERB ганіць_VERB 
пахваліць_VERB зганіць_VERB 
хварэць_VERB ачуньваць_VERB 
захварэць_VERB ачуняць_VERB 
хітры_ADJ няхітры_ADJ 
хрэсьбіны_NOUN хаўтуры_NOUN 
худы_ADJ мажны_ADJ 
хутка_ADV марудна_ADV 
цвісці_VERB вянуць_VERB 
цвярозы_ADJ п'яны_ADJ 
цешыцца_VERB смуціцца_VERB 
нацешыцца_VERB засмуціцца_VERB 
цёплы_ADJ халодны_ADJ 
цікава_ADV нецікава_ADV 
ціха_ADV шумна_ADV 
ціхоня_NOUN сарвігалава_NOUN 
ціша_NOUN бура_NOUN 
ціша_NOUN гул_NOUN 
цішком_ADV адкрыта_ADV 
цішэць_VERB мацнець_VERB 
цывільны_ADJ вайсковы_ADJ 
цьмяны_ADJ выразны_ADJ 
цяпло_NOUN холад_NOUN 
часта_ADV рэдка_ADV 
чуласць_NOUN бязлітаснасць_NOUN 
шлюб_NOUN развод_NOUN 
штораніцы_ADV штовечар_ADV 
штыль_NOUN шторм_NOUN 
шчаслівец_NOUN нешчаслівец_NOUN 
шчаслівы_ADJ нешчаслівы_ADJ 
шчасце_NOUN гора_NOUN 
шчодрасць_NOUN сквапнасць_NOUN 
шчодры_ADJ сквапны_ADJ 
шчырасць_NOUN няшчырасць_NOUN 
шыкоўнасць_NOUN непагляднасць_NOUN 
шырокі_ADJ вузкі_ADJ 
ява_NOUN сон_NOUN 
яднанне_NOUN раз'яднанне_NOUN 
яркі_ADJ бляклы_ADJ 
яснасць_NOUN смуга_NOUN 
яўны_ADJ тайны_ADJ
